id,class,reactants>reagents>production
RXN-11434,PWYQT-4474,[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]/[C:10]([S:11][CH2:12][C@H:13]([NH:14][C:24](=[O:32])[CH2:25][CH2:26][C@H:27]([NH3+:31])[C:28]([O-:30])=[O:29])[C:15](=[O:16])[NH:17][CH2:18][C:19]([O-:20])=[O:21])=[N:22]\[OH:23].[OH2:33]>>[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]/[C:10]([S:11][CH2:12][C@H:13]([NH3+:14])[C:15](=[O:16])[NH:17][CH2:18][C:19]([O-:20])=[O:21])=[N:22]\[OH:23].[C:24]([CH2:25][CH2:26][C@@H:27]([C:28](=[O:29])[O-:30])[NH3+:31])([O-:32])=[O:33]
RXN-8474,PWY-5398,[CH2:49]([OH:58])[C@@H:48]1[C@@H:50]([OH:51])[C@H:52]([OH:57])[C@@H:53]([OH:68])[C@@H:59]([O:60][P:61]([O:64][P:65](=[O:66])([O-:67])[O:47][CH2:46][C@H:69]2[O:70][C@@H:71]([N:76]3[CH:77]=[CH:78][C:79](=[O:80])[NH:81][C:82]3=[O:83])[C@H:72]([OH:73])[C@@H:74]2[OH:75])([O-:63])=[O:62])[O:56]1.[CH3:2][C:3](/[CH:4]=[CH:5]/[CH:6]=[C:7](\[CH3:8])[C:9](=[O:10])[O:11][C@@H:12]1[O:38][C@H:39]([CH2:54][OH:55])[C@@H:40]([OH:45])[C@H:41]([OH:44])[C@H:42]1[OH:43])=[CH:23]\[CH:24]=[CH:25]\[CH:26]=[C:27]([CH3:28])\[CH:29]=[CH:30]\[CH:31]=[C:32](/[CH3:33])[C:34](=[O:35])[O:36][C@H:37]1[C@H:13]([OH:22])[C@@H:14]([OH:15])[C@H:16]([OH:21])[C@@H:17]([CH2:19][OH:20])[O:18]1>>[H+:1].[CH3:2][C:3](/[CH:4]=[CH:5]/[CH:6]=[C:7](\[CH3:8])[C:9](=[O:10])[O:11][C@H:12]1[C@H:13]([OH:22])[C@@H:14]([OH:15])[C@H:16]([OH:21])[C@@H:17]([CH2:19][OH:20])[O:18]1)=[CH:23]\[CH:24]=[CH:25]\[CH:26]=[C:27]([CH3:28])\[CH:29]=[CH:30]\[CH:31]=[C:32](/[CH3:33])[C:34](=[O:35])[O:36][C@@H:37]1[O:38][C@H:39]([CH2:46][O:47][C@H:48]2[C@H:49]([OH:58])[C@@H:50]([OH:51])[C@H:52]([OH:57])[C@@H:53]([CH2:54][OH:55])[O:56]2)[C@@H:40]([OH:45])[C@H:41]([OH:44])[C@H:42]1[OH:43].[CH2:59]([O:60][P:61](=[O:62])([O-:63])[O:64][P:65](=[O:66])([O-:67])[O-:68])[C@H:69]1[O:70][C@@H:71]([N:76]2[CH:77]=[CH:78][C:79](=[O:80])[NH:81][C:82]2=[O:83])[C@H:72]([OH:73])[C@@H:74]1[OH:75]
RXN-7749,PWY-7088,[H+].[C:12]([C@H:6]([CH2:7][C:1]1=[CH:8][CH:5]=[C:4]([OH:15])[CH:3]=[CH:2]1)[N:9]([OH:11])[OH:10])([O-:13])=[O:14]>>[CH:1]1=[C:6]([CH2:7]/[CH:8]=[N:9]/[OH:10])[CH:5]=[CH:4][C:3]([OH:11])=[CH:2]1.[C:12](=[O:13])=[O:14].[OH2:15]
RXN-15320,PWY-7448,[CH:23]1=[C:17]([C:15](=[O:16])[O:44][C@@H:33]2[O:43][C@H:35]([CH2:34][OH:39])[C@@H:36]([OH:42])[C@H:37]([OH:41])[C@H:38]2[OH:40])[CH:18]=[C:19]([OH:25])[C:20]([OH:21])=[C:22]1[OH:24].[CH:1]1=[C:7]([C@H:8]2[O:9][C:10]3=[CH:29][C:28]([OH:30])=[CH:27][C:26]([OH:31])=[C:11]3[CH2:12][C@H:13]2[OH:14])[CH:6]=[C:4]([OH:5])[C:3]([OH:32])=[CH:2]1>>[CH:1]1=[C:7]([C@H:8]2[O:9][C:10]3=[CH:29][C:28]([OH:30])=[CH:27][C:26]([OH:31])=[C:11]3[CH2:12][C@H:13]2[O:14][C:15](=[O:16])[C:17]2=[CH:23][C:22]([OH:24])=[C:20]([OH:21])[C:19]([OH:25])=[CH:18]2)[CH:6]=[C:4]([OH:5])[C:3]([OH:32])=[CH:2]1.[CH2:33]([C@@H:34]1[C@@H:35]([OH:43])[C@H:36]([OH:42])[C@@H:37]([OH:41])[CH:38]([OH:40])[O:39]1)[OH:44]
RXN-11427,PWYQT-4475,[CH:13]([CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][S:2][CH3:1])=[N+:32]([O-:33])[OH:34].[CH2:11]([SH:12])[C@@H:14]([C:25]([NH:27][CH2:28][C:29]([O-:30])=[O:31])=[O:26])[NH:15][C:16](=[O:24])[CH2:17][CH2:18][C@H:19]([NH3+:23])[C:20]([O-:22])=[O:21]>>[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]/[C:11]([S:12][CH2:13][C@H:14]([NH:15][C:16]([CH2:17][CH2:18][C@@H:19]([C:20](=[O:21])[O-:22])[NH3+:23])=[O:24])[C:25](=[O:26])[NH:27][CH2:28][C:29]([O-:30])=[O:31])=[N:32]\[OH:33].[OH2:34]
RXN-18209,PWYQT-4450,[C:12]([CH:6]([CH2:5][CH2:4][CH2:3][S:2][CH3:1])[C:7](=[O:8])[C:9](=[O:11])[O-:10])(=[O:13])[O-:14].[H+]>>[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[C:9]([O-:10])=[O:11].[C:12](=[O:13])=[O:14]
RXN-8255,PWY-5317,[CH3:1][NH+:2]1[C@@H:3]2[CH2:4][C@H:5]([O:10][C:11](=[O:12])[C@H:13]([OH:15])[CH2:14][C:16]3=[CH:21][CH:20]=[CH:19][CH:18]=[CH:17]3)[CH2:6][C@@H:7]1[CH2:8][CH2:9]2>>[CH3:1][NH+:2]1[C@@H:3]2[CH2:4][C@H:5]([O:10][C:11](=[O:12])[C@H:13]([CH2:14][OH:15])[C:16]3=[CH:21][CH:20]=[CH:19][CH:18]=[CH:17]3)[CH2:6][C@@H:7]1[CH2:8][CH2:9]2
RXN-9117,PWY-5809,[CH3:1][C:2]1=[C:18]([OH:19])\[C:17]2=[C:5](\[CH:4]=[CH:3]/1)[C:6](=[O:7])[C:8]1=[C:14]([C:13]([O:20][CH3:21])=[C:11]([OH:12])[C:10]([O:22][CH3:23])=[CH:9]1)[C:15]2=[O:16]>>[CH3:1][C:2]1=[C:18]([OH:19])\[C:17]2=[C:5]([C:4](/[OH:24])=[CH:3]/1)\[C:6](=[O:7])[C:8]1=[C:14]([C:13]([O:20][CH3:21])=[C:11]([O-:12])[C:10]([O:22][CH3:23])=[CH:9]1)[C:15]2=[O:16]
RXN-14752,PWY-7325,[CH3:23][S+:2]([CH2:55][C@@H:56]1[C@@H:57]([OH:58])[C@@H:59]([OH:60])[C@H:61]([N:62]2[C:63]3=[C:68]([C:67]([NH2:71])=[N:66][CH:65]=[N:10]3)/[N:69]=[CH:70]\2)[O:72]1)[CH2:1][CH2:73][C@@H:74]([C:75]([O-:76])=[O:77])[NH3+:78].[CH3:29][O:30][C:31]1=[CH:52][CH:51]=[C:34](/[C:35]2=[CH:41]/[C:39](=[O:40])[C:38]3=[C:37]([O:36]2)[CH:46]=[C:15]([O:6][CH3:5])[C:16]([OH:8])=[C:42]3[OH:50])[CH:33]=[CH:32]1>>[CH2:1]([S:2][CH2:3][C@@H:4]1[C@@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([N:10]2[C:11]3=[C:16]([C:15]([NH2:19])=[N:14][CH:13]=[N:12]3)/[N:17]=[CH:18]\2)[O:20]1)[CH2:21][C@@H:22]([C:23]([O-:24])=[O:25])[NH3+:26].[H+:27].[H+:28].[CH3:29][O:30][C:31]1=[CH:52][CH:51]=[C:34]([C:35]2=[CH:41][C:39](=[O:40])[C:38]3=[C:42]([OH:50])[C:43]([O:44][CH3:45])=[C:46]([O:48][CH3:49])[CH:47]=[C:37]3[O:36]2)[CH:33]=[CH:32]1.[CH2:53]([S:54][CH2:55][C@@H:56]1[C@@H:57]([OH:58])[C@@H:59]([OH:60])[C@H:61]([N:62]2[C:63]3=[C:68]([C:67]([NH2:71])=[N:66][CH:65]=[N:64]3)/[N:69]=[CH:70]\2)[O:72]1)[CH2:73][C@@H:74]([C:75]([O-:76])=[O:77])[NH3+:78]
2.1.1.128-RXN,PWY-3581,[CH3:2][S+:3]([CH2:4][C@@H:5]1[C@@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([N:11]2[C:12]3=[C:17]([C:16]([NH2:20])=[N:15][CH:14]=[N:13]3)/[N:18]=[CH:19]\2)[O:21]1)[CH2:36][CH2:22][C@@H:23]([C:24]([O-:25])=[O:26])[NH3+:27].[CH2:28]1[NH2+:29][C@@H:30]([CH2:41][C:42]2=[CH:48][CH:47]=[C:45]([OH:46])[CH:44]=[CH:43]2)[C:31]2=[C:38]([CH:37]=[C:34]([OH:35])[C:33]([OH:40])=[CH:32]2)[CH2:39]1>>[H+:1].[CH2:2]([S:3][CH2:4][C@@H:5]1[C@@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([N:11]2[C:12]3=[C:17]([C:16]([NH2:20])=[N:15][CH:14]=[N:13]3)/[N:18]=[CH:19]\2)[O:21]1)[CH2:22][C@@H:23]([C:24]([O-:25])=[O:26])[NH3+:27].[CH2:28]1[NH2+:29][C@@H:30]([CH2:41][C:42]2=[CH:48][CH:47]=[C:45]([OH:46])[CH:44]=[CH:43]2)[C:31]2=[C:38]([CH:37]=[C:34]([O:35][CH3:36])[C:33]([OH:40])=[CH:32]2)[CH2:39]1
RXN-11439,PWYQT-4471,[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6]/[C:7]([S:8][CH2:11][C@H:13]([NH3+:14])[C:15](=[O:16])[NH:17][CH2:18][C:19]([O-:20])=[O:21])=[N:9]\[OH:10].[OH2:12]>>[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6]/[C:7]([SH:8])=[N:9]\[OH:10].[CH2:11]([OH:12])[C@H:13]([NH3+:14])[C:15](=[O:16])[NH:17][CH2:18][C:19]([O-:20])=[O:21]
RXN-6742,PWY-4201,[CH3:10][S+:14]([CH2:15][C@@H:16]1[C@@H:17]([OH:18])[C@@H:19]([OH:20])[C@H:21]([N:22]2[C:23]3=[C:28]([C:27]([NH2:31])=[N:26][CH:25]=[N:24]3)/[N:29]=[CH:30]\2)[O:32]1)[CH2:13][CH2:33][C@@H:34]([C:35]([O-:36])=[O:37])[NH3+:38].[CH2:2]=[CH:3][CH2:4][C:5]1=[CH:12][CH:11]=[C:8]([OH:9])[CH:7]=[CH:6]1>>[H+:1].[CH2:2]=[CH:3][CH2:4][C:5]1=[CH:12][CH:11]=[C:8]([O:9][CH3:10])[CH:7]=[CH:6]1.[CH2:13]([S:14][CH2:15][C@@H:16]1[C@@H:17]([OH:18])[C@@H:19]([OH:20])[C@H:21]([N:22]2[C:23]3=[C:28]([C:27]([NH2:31])=[N:26][CH:25]=[N:24]3)/[N:29]=[CH:30]\2)[O:32]1)[CH2:33][C@@H:34]([C:35]([O-:36])=[O:37])[NH3+:38]
RXN-3283,PWY-2002,[CH:7]1=[C:6]([C@H:4]2[O:5][C:1]3=[CH:19][C:18]([OH:20])=[CH:17][CH:16]=[C:2]3[C:9](=[O:10])[CH2:3]2)[CH:15]=[CH:14][C:12]([OH:21])=[CH:11]1.[O:8]=[O:13]>>[CH:1]1=[CH:19][C:18]([OH:20])=[CH:17][CH:16]=[C:2]1[C@@H:3]1[C:4](=[O:5])[C:6]2=[CH:15][CH:14]=[C:12]([OH:13])[CH:11]=[C:7]2[O:8][C@H:9]1[OH:10].[OH2:21]
TYROSINE-AMINOTRANSFERASE-RXN,PWY-3581,[C:3]([C@H:4]([CH2:13][C:11]1=[CH:22][CH:21]=[C:20]([OH:23])[CH:19]=[CH:12]1)[NH3+:8])(=[O:10])[O-:9].[CH2:1]([CH2:2][C:5]([O-:7])=[O:6])[C:14](=[O:18])[C:15]([O-:16])=[O:17]>>[C:1]([CH2:2][CH2:3][C@@H:4]([C:5](=[O:6])[O-:7])[NH3+:8])([O-:9])=[O:10].[CH:11]1=[CH:22][C:21]([OH:23])=[CH:20][CH:19]=[C:12]1[CH2:13][C:14]([C:15]([O-:16])=[O:17])=[O:18]
RXN-16412,PWY-7636,[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C:10]1=[C:15]([CH3:16])[C:14]([OH:17])=[CH:13][CH2:12][C:11]1([CH3:18])[CH3:19])=[CH:20]\[CH:21]=[CH:22]\[CH:23]=[C:24]([CH3:25])\[CH:26]=[CH:27]\[CH:28]=[C:29]([CH3:30])\[CH:31]=[CH:32]\[C:33]1=[C:38]([CH3:39])[CH:37]([OH:40])[CH2:36][CH2:35][C:34]1([CH3:41])[CH3:42]>>[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C:10]1=[C:15]([CH3:16])[C:14]([OH:17])=[CH:13][CH2:12][C:11]1([CH3:18])[CH3:19])=[CH:20]\[CH:21]=[CH:22]\[CH:23]=[C:24]([CH3:25])\[CH:26]=[CH:27]\[CH:28]=[C:29]([CH3:30])\[CH:31]=[CH:32]\[C:33]1=[C:38]([CH3:39])[C:37]([OH:40])=[CH:36][CH2:35][C:34]1([CH3:41])[CH3:42]
RXN-13917,PWY-7160,[CH3:36][S+:2]([CH2:3][C@@H:4]1[C@@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([N:10]2[C:11]3=[C:16]([C:15]([NH2:19])=[N:14][CH:13]=[N:12]3)/[N:17]=[CH:18]\2)[O:20]1)[CH2:1][CH2:21][C@@H:22]([C:23]([O-:24])=[O:25])[NH3+:26].[CH3:53][O:54][C:55]1=[C:60]([OH:61])[C:59]([O:63][CH3:64])=[CH:58][C:57](/[C:65]2=[C:75](/[O-:76])[C:73](=[O:74])[C:72]3=[C:67]([O:66]2)[CH:68]=[C:69]([OH:78])[CH:70]=[C:71]3[OH:77])=[CH:56]1.[CH3:27][O:28][C:29]1=[C:34]([OH:35])[C:33]([O:37][CH3:38])=[CH:32][C:31](/[C:39]2=[C:49](/[O-:50])[C:47](=[O:48])[C:46]3=[C:41]([O:40]2)[CH:42]=[C:43]([OH:52])[CH:44]=[C:45]3[OH:51])=[CH:30]1>>[CH2:1]([S:2][CH2:3][C@@H:4]1[C@@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([N:10]2[C:11]3=[C:16]([C:15]([NH2:19])=[N:14][CH:13]=[N:12]3)/[N:17]=[CH:18]\2)[O:20]1)[CH2:21][C@@H:22]([C:23]([O-:24])=[O:25])[NH3+:26].[CH3:27][O:28][C:29]1=[C:34]([O:35][CH3:36])[C:33]([O:37][CH3:38])=[CH:32][C:31](/[C:39]2=[C:49](/[OH:50])[C:47](=[O:48])[C:46]3=[C:41]([O:40]2)[CH:42]=[C:43]([OH:52])[CH:44]=[C:45]3[OH:51])=[CH:30]1.[CH3:53][O:54][C:55]1=[C:60]([O:61][CH3:62])[C:59]([O:63][CH3:64])=[CH:58][C:57](/[C:65]2=[C:75](/[OH:76])[C:73](=[O:74])[C:72]3=[C:67]([O:66]2)[CH:68]=[C:69]([OH:78])[CH:70]=[C:71]3[OH:77])=[CH:56]1.[CH2:79]([S:80][CH2:81][C@@H:82]1[C@@H:83]([OH:84])[C@@H:85]([OH:86])[C@H:87]([N:88]2[C:89]3=[C:94]([C:93]([NH2:97])=[N:92][CH:91]=[N:90]3)/[N:95]=[CH:96]\2)[O:98]1)[CH2:99][C@@H:100]([C:101]([O-:102])=[O:103])[NH3+:104]
RXN-7482,PWY-5001,[H+].[CH:1]1=[CH:6][CH:4]=[C:5]([C:7]([C:8]2=[C:15]([OH:16])[CH:14]=[C:12]([OH:13])[CH:11]=[C:9]2[OH:10])=[O:17])[CH:3]=[CH:2]1.[O:67]=[O:18].[CH:19]1=[CH:20][CH2:21][C:22]([C:23](=[O:24])[NH2:25])=[CH:26][N:27]1[C@@H:28]1[O:29][C@H:30]([CH2:35][O:36][P:37]([O:38][P:39]([O:40][CH2:41][C@@H:42]2[C@@H:43]([OH:62])[C@@H:44]([O:57][P:58]([O-:59])([O-:60])=[O:61])[C@H:45]([N:46]3[C:47]4=[C:52]([C:51]([NH2:55])=[N:50][CH:49]=[N:48]4)/[N:53]=[CH:54]\3)[O:56]2)([O-:63])=[O:64])(=[O:65])[O-:66])[C@@H:31]([OH:34])[C@H:32]1[OH:33]>>[CH:1]1=[CH:6][C:5]([C:7]([C:8]2=[C:15]([OH:16])[CH:14]=[C:12]([OH:13])[CH:11]=[C:9]2[OH:10])=[O:17])=[CH:4][C:3]([OH:18])=[CH:2]1.[CH:19]1=[N+:27]([C@@H:28]2[O:29][C@H:30]([CH2:35][O:36][P:37]([O:38][P:39]([O:40][CH2:41][C@@H:42]3[C@@H:43]([OH:62])[C@@H:44]([O:57][P:58]([O-:59])([O-:60])=[O:61])[C@H:45]([N:46]4[C:47]5=[C:52]([C:51]([NH2:55])=[N:50][CH:49]=[N:48]5)/[N:53]=[CH:54]\4)[O:56]3)([O-:63])=[O:64])(=[O:65])[O-:66])[C@@H:31]([OH:34])[C@H:32]2[OH:33])[CH:26]=[C:22]([C:23](=[O:24])[NH2:25])[CH:21]=[CH:20]1.[OH2:67]
2.1.1.99-RXN,PWY-5292,[CH3:2][S+:3]([CH2:4][C@@H:5]1[C@@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([N:11]2[C:12]3=[C:17]([C:16]([NH2:20])=[N:15][CH:14]=[N:13]3)/[N:18]=[CH:19]\2)[O:21]1)[CH2:47][CH2:22][C@@H:23]([C:24]([O-:25])=[O:26])[NH3+:27].[CH3:28][CH2:29][C@@:30]12/[CH:31]=[CH:32]\[CH2:33][NH+:34]3[CH2:35][CH2:36][C@@:37]4([C:38]5=[C:45]([CH:44]=[C:41]([O:42][CH3:43])[CH:40]=[CH:39]5)[NH:46][C@H:48]4[C@:49]([C:50]([O:51][CH3:52])=[O:53])([OH:54])[CH2:55]1)[C@H:56]23>>[H+:1].[CH2:2]([S:3][CH2:4][C@@H:5]1[C@@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([N:11]2[C:12]3=[C:17]([C:16]([NH2:20])=[N:15][CH:14]=[N:13]3)/[N:18]=[CH:19]\2)[O:21]1)[CH2:22][C@@H:23]([C:24]([O-:25])=[O:26])[NH3+:27].[CH3:28][CH2:29][C@@:30]12/[CH:31]=[CH:32]\[CH2:33][NH+:34]3[CH2:35][CH2:36][C@@:37]4([C:38]5=[C:45]([CH:44]=[C:41]([O:42][CH3:43])[CH:40]=[CH:39]5)[N:46]([CH3:47])[C@H:48]4[C@:49]([C:50]([O:51][CH3:52])=[O:53])([OH:54])[CH2:55]1)[C@H:56]23
RXN-11416,PWYQT-4472,[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]/[CH:8]=[N:9]/[OH:11].[O:12]=[O:10]>>[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[N+:9]([OH:10])[O-:11].[OH2:12]
RXN-8482,PWY-5399,[H+].[CH2:32]([C@@H:30]1[C@@H:29]([OH:34])[C@H:28]([OH:35])[C@@H:27]([OH:36])[C@H:26]([O:25][C:20]2=[CH:19]/[C:18]3=[C:24](\[CH:23]=[C:21]/2[OH:22])[NH:15][C@H:16]([C:37]([O-:38])=[O:39])[CH2:17]3)[O:31]1)[OH:33].[CH:1](/[CH:2]=[C:3]1/[CH2:4][C@@H:5]([C:12]([O-:13])=[O:14])[NH:6][C:7]([C:8](=[O:10])[O-:9])=[CH:11]1)=[O:40]>>[CH:1](/[CH:2]=[C:3]1/[CH2:4][C@@H:5]([C:12]([O-:13])=[O:14])[NH:6][C:7]([C:8]([O-:9])=[O:10])=[CH:11]1)=[N+:15]1/[C@H:16]([C:37]([O-:38])=[O:39])[CH2:17][C:18]2=[C:24]1[CH:23]=[C:21]([OH:22])[C:20]([O:25][C@H:26]1[C@H:27]([OH:36])[C@@H:28]([OH:35])[C@H:29]([OH:34])[C@@H:30]([CH2:32][OH:33])[O:31]1)=[CH:19]2.[OH2:40]
RXN-8872,PWY-5665,[CH:1]([C:2]1=[CH:8][CH:7]=[C:5]([OH:6])[CH:4]=[CH:3]1)=[O:10].[O:9]=[O:11]>>[CH:1]([C:2]1=[CH:8][CH:7]=[C:5]([OH:6])[C:4]([OH:9])=[CH:3]1)=[O:10].[OH2:11]
RXNQT-4319,PWYQT-4471,[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6]/[C:7]([S:8][CH2:11][C@H:12]([NH3+:17])[C:14]([O-:16])=[O:15])=[N:9]\[OH:10].[OH2:13]>>[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6]/[C:7]([SH:8])=[N:9]\[OH:10].[CH3:11][C:12](=[O:13])[C:14](=[O:15])[O-:16].[NH4+:17]
RXN-14661,PWY-7325,[CH3:53][S+:2]([CH2:3][C@@H:4]1[C@@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([N:10]2[C:11]3=[C:16]([C:15]([NH2:19])=[N:40][CH:39]=[N:12]3)/[N:17]=[CH:18]\2)[O:20]1)[CH2:47][CH2:21][C@@H:22]([C:23]([O-:24])=[O:25])[NH3+:14].[CH:27]1=[C:62](/[C:63]2=[CH:69]/[C:59](=[O:60])[C:58]3=[C:55]([O:32]2)[CH:72]=[C:71]([O-:73])[CH:56]=[C:57]3[OH:70])[CH:61]=[CH:31][C:30]([OH:46])=[CH:29]1.C1=[C:35](/[C:33]2=[CH:48]/[C:49](=[O:50])[C:68]3=[C:37]([O:34]2)[CH:42]=[C:41]([O-:51])[CH:65]=[C:66]3[OH:67])[CH:13]=[CH:64][C:1]([OH:54])=[CH:44]1>>[CH2:1]([S:2][CH2:3][C@@H:4]1[C@@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([N:10]2[C:11]3=[C:16]([C:15]([NH2:19])=[N:14][CH:13]=[N:12]3)/[N:17]=[CH:18]\2)[O:20]1)[CH2:21][C@@H:22]([C:23]([O-:24])=[O:25])[NH3+:26].[CH2:27]([S:28][CH2:29][C@@H:30]1[C@@H:31]([OH:32])[C@@H:33]([OH:34])[C@H:35]([N:36]2[C:37]3=[C:42]([C:41]([NH2:45])=[N:40][CH:39]=[N:38]3)/[N:43]=[CH:44]\2)[O:46]1)[CH2:47][C@@H:48]([C:49]([O-:50])=[O:51])[NH3+:52].[CH3:53][O:54][C:55]1=[CH:72][C:71]([OH:73])=[C:58]2[C:57](=[CH:56]1)[O:70][C:62]([C:63]1=[CH:69][CH:68]=[C:66]([OH:67])[CH:65]=[CH:64]1)=[CH:61][C:59]2=[O:60]
RXN-4844,PWY-2961,[CH2:1]=[C:2]([CH3:17])[C@@H:3]1[CH2:16][CH2:15][C@:5]2([CH2:4]1)[C@H:6]([CH3:14])[CH2:7][C@H:8]([OH:13])[CH2:9][C@@H:10]2[CH:11]=[O:12]>>[CH2:1]=[C:2]([C@H:3]1[CH2:4][C@:5]2([C@H:6]([CH3:14])[CH2:7][C:8](=[O:13])[CH2:9][C@@H:10]2[CH:11]=[O:12])[CH2:15][CH2:16]1)[CH3:17]
RXN-9368,PWY-5290,[CH3:1]/[C:2]([CH2:3][CH2:4]/[CH:5]=[C:6](\[CH3:7])[CH2:8][OH:9])=[CH:10]\[CH2:11][OH:12].[CH:13]1=[N+:14]([C@@H:15]2[O:16][C@H:17]([CH2:22][O:23][P:24]([O:25][P:26]([O:27][CH2:28][C@@H:29]3[C@@H:30]([OH:49])[C@@H:31]([O:44][P:45]([O-:46])([O-:47])=[O:48])[C@H:32]([N:33]4[C:34]5=[C:39]([C:38]([NH2:42])=[N:37][CH:36]=[N:35]5)/[N:40]=[CH:41]\4)[O:43]3)([O-:50])=[O:51])(=[O:52])[O-:53])[C@@H:18]([OH:21])[C@H:19]2[OH:20])[CH:54]=[C:55]([C:58](=[O:59])[NH2:60])[CH:56]=[CH:57]1>>[CH3:1]/[C:2]([CH2:3][CH2:4]/[CH:5]=[C:6](\[CH3:7])[CH:8]=[O:9])=[CH:10]\[CH2:11][OH:12].[CH:13]1=[CH:57][CH2:56][C:55]([C:58](=[O:59])[NH2:60])=[CH:54][N:14]1[C@@H:15]1[O:16][C@H:17]([CH2:22][O:23][P:24]([O:25][P:26]([O:27][CH2:28][C@@H:29]2[C@@H:30]([OH:49])[C@@H:31]([O:44][P:45]([O-:46])([O-:47])=[O:48])[C@H:32]([N:33]3[C:34]4=[C:39]([C:38]([NH2:42])=[N:37][CH:36]=[N:35]4)/[N:40]=[CH:41]\3)[O:43]2)([O-:50])=[O:51])(=[O:52])[O-:53])[C@@H:18]([OH:21])[C@H:19]1[OH:20].[H+:61]
RXN-4781,PWY-2921,[CH3:14][C:10]([CH3:15])=[CH:11][CH2:8][CH2:7]/[C:9]([CH3:13])=[CH:6]\[CH2:5][CH2:4]/[C:3]([CH3:12])=[CH:2]\[CH2:1][O:18][P:17]([O:19][P:20]([O-:21])(=[O:23])[O-:22])(=[O:16])[O-:24]>>[CH2:1]=[C:2]([C@H:3]1[CH2:4][C@:5]2([CH3:14])[C@H:6]([CH3:13])[CH2:7][CH2:8][CH2:9]/[C:10]2=[CH:11]\[CH2:12]1)[CH3:15].[O:16]=[P:17]([OH:18])([O:19][P:20]([O-:21])([O-:22])=[O:23])[O-:24]
RXN-7782,PWY-3101,[CH:1]1=[C:2]([C@H:3]2[O:4][C:5]3=[CH:21][C:20]([OH:23])=[CH:8][C:9]([OH:15])=[C:10]3[C:11](=[O:14])[C@@H:12]2[OH:13])[CH:17]=[CH:18][C:7]([OH:16])=[CH:6]1.[O:19]=[O:22]>>[CH:1]1=[C:21]([OH:22])[C:20]([OH:23])=[C:18]([OH:19])[CH:17]=[C:2]1[C@H:3]1[O:4][C:5]2=[C:10]([C:9]([OH:15])=[CH:8][C:7]([O-:16])=[CH:6]2)[C:11](=[O:14])[C@@H:12]1[OH:13].[OH2:24].[H+:25]
2.7.7.60-RXN,PWY-7560,[H+].[CH3:1][C@:2]([OH:3])([CH2:4][OH:5])[C@H:6]([OH:7])[CH2:8][O:9][P:10]([O-:32])([O-:42])=[O:33].[CH2:16]([O:15][P:12]([O-:13])(=[O:14])[O:11][P:35]([O-:36])(=[O:34])[O:37][P:38]([O-:39])(=[O:41])[O-:40])[C@H:17]1[O:30][C@@H:21]([N:22]2[CH:27]=[CH:26][C:25]([NH2:28])=[N:24][C:23]2=[O:29])[C@H:19]([OH:20])[C@@H:18]1[OH:31]>>[CH3:1][C@:2]([OH:3])([CH2:4][OH:5])[C@H:6]([OH:7])[CH2:8][O:9][P:10]([O:11][P:12]([O-:13])(=[O:14])[O:15][CH2:16][C@@H:17]1[C@@H:18]([OH:31])[C@@H:19]([OH:20])[C@H:21]([N:22]2[C:23](=[O:29])[N:24]=[C:25]([NH2:28])[CH:26]=[CH:27]2)[O:30]1)([O-:32])=[O:33].[O:34]=[P:35]([OH:36])([O:37][P:38]([O-:39])([O-:40])=[O:41])[O-:42]
