Epoch,Global Step,Loss,NLL-Loss,Arc-Loss,Brc-Loss,Align-Loss
299,75200,3671.0546,708.5289,85.2887,127.3379,2749.8992
300,75400,3735.3053,716.6757,83.5359,128.2386,2806.855
301,75600,3656.572,700.4182,82.5968,121.8356,2751.7213
301,75800,3740.2072,717.7767,82.3371,125.0576,2815.0357
302,76000,3719.9687,713.83,80.7626,121.2878,2804.0883
303,76200,3693.5401,710.3417,82.9187,123.6759,2776.6039
304,76400,3682.1353,708.7974,80.069,122.6147,2770.6542
305,76600,3718.3609,712.3149,90.0049,135.155,2780.8861
305,76800,3694.626,709.7591,84.8908,125.865,2774.1111
306,77000,3747.2746,721.8204,81.689,123.3356,2820.4297
307,77200,3701.0711,704.8917,84.4624,126.155,2785.5621
308,77400,3706.0433,715.0561,80.7759,123.7533,2786.458
309,77600,3740.2392,717.449,85.1095,126.1588,2811.5218
309,77800,3684.0732,706.751,83.5093,123.5859,2770.227
310,78000,3657.5464,704.8025,78.8794,117.2139,2756.6506
311,78200,3689.9217,708.4122,81.8004,121.4525,2778.2565
312,78400,3689.1975,710.739,79.4614,120.6863,2778.3108
313,78600,3725.2671,715.7584,82.7398,121.5759,2805.193
313,78800,3686.3805,710.0963,78.9066,120.6405,2776.737
314,79000,3686.5954,706.2058,82.8804,124.6366,2772.8727
315,79200,3747.8984,722.3861,80.7585,119.3839,2825.3699
316,79400,3647.9913,705.7299,82.239,124.6377,2735.3846
317,79600,3708.5457,712.5194,79.5523,116.3032,2800.1707
317,79800,3650.4592,699.2524,79.6734,122.4583,2749.0751
318,80000,3757.8295,722.2147,78.5165,117.6384,2839.4599
319,80200,3628.0724,694.1826,79.9181,119.052,2734.9197
320,80400,3724.4038,715.6305,83.8992,123.3281,2801.5461
321,80600,3687.1148,711.7072,81.4951,122.6309,2771.2817
321,80800,3692.3903,708.1416,79.4665,120.6003,2784.1819
322,81000,3743.4177,719.248,82.3106,123.5654,2818.2937
323,81200,3650.4161,704.2771,79.2351,121.3994,2745.5045
324,81400,3728.5136,716.2896,77.1233,112.8393,2822.2614
325,81600,3701.6825,712.0228,79.9798,117.0803,2792.5997
325,81800,3783.1742,728.938,81.7098,122.2492,2850.2772
326,82000,3634.9538,699.2695,80.1299,117.2481,2738.3062
327,82200,3738.3987,719.8323,81.9968,121.4811,2815.0884
328,82400,3681.9163,708.4103,79.6456,120.3942,2773.4662
329,82600,3660.0707,705.442,77.1042,113.4647,2764.0597
329,82800,3703.2498,711.4071,79.9757,116.9815,2794.8855
330,83000,3701.3782,712.6754,79.0233,118.6245,2791.0549
331,83200,3623.829,703.7282,73.5738,110.6044,2735.9226
332,83400,3673.7626,705.9971,81.3964,121.7447,2764.6244
333,83600,3737.681,720.3733,78.1205,115.023,2824.1643
333,83800,3672.7679,705.6077,80.8051,118.5899,2767.765
334,84000,3645.2214,705.5374,77.3286,116.2637,2746.0917
335,84200,3765.3714,723.736,78.7521,114.8516,2848.0317
336,84400,3597.7293,695.8252,73.1891,109.5432,2719.1717
337,84600,3681.0352,709.1515,78.8591,118.5571,2774.4675
337,84800,3677.5588,705.9197,77.631,115.3671,2778.6411
338,85000,3722.1414,717.502,77.5589,114.9398,2812.1407
339,85200,3627.9938,702.6492,79.1876,118.8152,2727.3418
340,85400,3689.1123,709.9457,77.8903,116.8375,2784.4387
341,85600,3700.4788,712.9139,75.0979,109.2879,2803.179
341,85800,3701.2797,713.1828,78.2462,116.1415,2793.7092
342,86000,3665.9753,707.9791,79.4487,117.7188,2760.8287
343,86200,3674.0189,705.2308,75.9534,111.0869,2781.7479
344,86400,3711.3617,717.8607,80.0333,117.0921,2796.3756
345,86600,3624.2851,698.1438,76.0167,116.0685,2734.056
345,86800,3684.3427,708.3728,76.6844,114.2037,2785.0818
346,87000,3684.3252,712.1161,76.6634,116.1295,2779.4163
